"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Bomb",,,1
,"Bomb",,,5
,"Basic_Adult",,,
,"Basic_Adult",,,2
,"Basic_Adult",,,3
,"Basic_Adult",,,4
,"Bomb",,1,3
,"Bomb",,1,
,"Basic_Adult",,1,1
,"Basic_Adult",,1,2
,"Basic_Adult",,1,4
,"Basic_Adult",,1,5
,"Bomb",,2,1
,"Bomb",,2,5
,"Basic_Adult",,2,
,"Basic_Adult",,2,3
,"Basic_Adult",,2,4
,"Hypno",,2,2
,"Bomb",,3,
,"Bomb",,3,3
,"Basic_Adult",,3,1
,"Basic_Adult",,3,2
,"Basic_Adult",,3,4
,"Basic_Adult",,3,5
,"Bomb",,4,5
,"Bomb",,4,1
,"Basic_Adult",,4,
,"Basic_Adult",,4,2
,"Basic_Adult",,4,3
,"Basic_Adult",,4,4
,"Fat",1,,2
,"Fat",1,,4
,"Bomb",1,,1
,"Bomb",1,,3
,"Fat",1,1,1
,"Basic_Teen",1,1,3
,"Fat",1,2,3
,"Bomb",1,2,2
,"Bomb",1,2,4
,"Fat",1,3,2
,"Fat",1,3,4
,"Basic_Teen",1,3,1
,"Bomb",1,4,3
,"Bomb",1,4,1
