"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Wall",,,7
,"Firehead_Child",,,
,"Firehead_Child",,,4
,"Firehead_Child",,,2
,"Barrel",,,1
,"Barrel",,,3
,"Wall",,1,7
,"Firehead_Child",,1,5
,"Firehead_Child",,1,3
,"Firehead_Child",,1,1
,"Barrel",,1,
,"Barrel",,1,2
,"Barrel",,1,4
,"Wall",,2,7
,"Firehead_Child",,2,
,"Firehead_Child",,2,4
,"Firehead_Child",,2,2
,"Barrel",,2,1
,"Barrel",,2,3
,"Wall",,3,7
,"Firehead_Child",,3,5
,"Firehead_Child",,3,3
,"Firehead_Child",,3,1
,"Barrel",,3,
,"Barrel",,3,2
,"Barrel",,3,4
,"Wall",,4,7
,"Firehead_Child",,4,
,"Firehead_Child",,4,4
,"Firehead_Child",,4,2
,"Barrel",,4,1
,"Barrel",,4,3
