"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Firehead_Child",,,4
,"Spawner_Adult_(Static)",,1,2
,"Basic_Baby",,1,4
,"Basic_Baby",,1,5
,"Basic_Baby",,1,6
,"Barrel",,2,3
,"Firehead_Child",,2,5
,"Basic_Baby",,3,5
,"Basic_Baby",,3,4
,"Firehead_Child",,3,2
,"Basic_Baby",,3,6
,"Barrel",1,,1
,"Spawner_Adult_(Static)",1,,2
,"Wall",1,,3
,"Barrel",1,1,1
,"Basic_Baby",1,1,2
,"Basic_Baby",1,1,3
,"Splitter_(Mid)",1,1,4
,"EnergyDrop",1,2,1
,"Firehead_Child",1,2,3
,"Basic_Baby",1,3,5
,"Basic_Baby",1,3,6
,"Spawner_Adult_(Static)",1,3,3
,"Basic_Baby",1,3,4
,"Wall",1,4,3
