"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Barrel",,,
,"Barrel",,,1
,"Barrel",,,2
,"Barrel",,,5
,"Fat",,,3
,"Fat",,,6
,"Wall",,,4
,"Barrel",,1,
,"Firehead_Child",,1,1
,"Firehead_Child",,1,2
,"Firehead_Child",,1,4
,"Firehead_Child",,1,5
,"Barrel",,2,
,"Barrel",,2,3
,"Basic_Baby",,2,5
,"Basic_Baby",,2,6
,"Firehead_Child",,2,1
,"Firehead_Child",,2,2
,"Firehead_Child",,2,4
,"Barrel",,3,
,"Firehead_Child",,3,1
,"Firehead_Child",,3,2
,"Firehead_Child",,3,4
,"Firehead_Child",,3,5
,"Fat",,3,3
,"Fat",,3,6
,"Barrel",,4,
,"Barrel",,4,1
,"Barrel",,4,2
,"Barrel",,4,5
,"Wall",,4,4
,"Firehead_Child",1,,1
,"Firehead_Child",1,,
,"Barrel",1,,2
,"Barrel",1,,3
,"Splitter_(Small)",1,,4
,"Splitter_(Small)",1,,5
,"Splitter_(Large)",1,1,3
,"Splitter_(Mid)",1,1,2
,"Splitter_(Mid)",1,1,4
,"Firehead_Child",1,1,1
,"Firehead_Child",1,1,
,"Splitter_(Large)",1,2,5
,"Firehead_Child",1,2,
,"Barrel",1,2,1
,"Splitter_(Small)",1,2,2
,"Splitter_(Large)",1,3,3
,"Splitter_(Mid)",1,3,2
,"Splitter_(Mid)",1,3,4
,"Firehead_Child",1,3,
,"Firehead_Child",1,3,1
,"Firehead_Child",1,4,
,"Firehead_Child",1,4,1
,"Barrel",1,4,2
,"Barrel",1,4,3
,"Splitter_(Small)",1,4,4
,"Splitter_(Small)",1,4,5
