"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Barrel",,,
,"Barrel",,,4
,"Wall",,,5
,"Wall",,,1
,"Spawner_Adult_(Moving)_2",,,2
,"Barrel",,1,6
,"Barrel",,1,2
,"Wall",,1,3
,"FireHead_Adult",,1,
,"FireHead_Adult",,1,1
,"Bomb",,1,4
,"Barrel",,2,
,"Barrel",,2,4
,"Wall",,2,5
,"Wall",,2,1
,"Spawner_Adult_(Moving)_2",,2,2
,"Barrel",,3,6
,"Barrel",,3,2
,"Wall",,3,3
,"FireHead_Adult",,3,
,"FireHead_Adult",,3,1
,"Bomb",,3,4
,"Barrel",,4,
,"Barrel",,4,4
,"Wall",,4,5
,"Wall",,4,1
,"Spawner_Adult_(Moving)_2",,4,2
,"Fat",1,,5
,"Basic_Baby",1,,4
,"Basic_Baby",1,,3
,"Basic_Baby",1,,2
,"Firehead_Child",1,,1
,"Basic_Baby",1,1,4
,"Bomb",1,1,3
,"Basic_Baby",1,1,2
,"Firehead_Child",1,1,1
,"PinkHead_(RightLeft)",1,1,
,"Basic_Baby",1,2,2
,"Basic_Baby",1,2,3
,"Basic_Baby",1,2,4
,"Basic_Baby",1,2,5
,"Fat",1,3,5
,"Basic_Baby",1,3,4
,"Bomb",1,3,3
,"Basic_Baby",1,3,2
,"Firehead_Child",1,3,1
,"PinkHead_(RightLeft)",1,3,
,"Basic_Baby",1,4,4
,"Basic_Baby",1,4,3
,"Basic_Baby",1,4,2
,"Firehead_Child",1,4,1
