"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Barrel",,1,1
,"Basic_Baby",,1,2
,"Bomb",,1,3
,"Hypno",,2,1
,"Barrel",,2,
,"Splitter_(Large)",,2,5
,"Basic_Baby",,2,2
,"Barrel",,3,1
,"Firehead_Child",,3,
,"Basic_Baby",,3,2
,"Spawner_Adult_(Static)",,3,3
,"Firehead_Child",,4,1
,"Basic_Baby",,4,2
,"Spawner_Child",1,,6
,"Basic_Baby",1,,5
,"Spawner_Child",1,,4
,"Splitter_(Small)",1,,3
,"Spawner_Child",1,,2
,"Firehead_Child",1,,1
,"Spawner_Child",1,1,6
,"Basic_Baby",1,1,5
,"Spawner_Child",1,1,4
,"Splitter_(Small)",1,1,3
,"Spawner_Child",1,1,2
,"Firehead_Child",1,1,1
,"Spawner_Child",1,2,6
,"Basic_Baby",1,2,5
,"Spawner_Child",1,2,4
,"Splitter_(Small)",1,2,3
,"Spawner_Child",1,2,2
,"Firehead_Child",1,2,1
,"Spawner_Child",1,3,6
,"Basic_Baby",1,3,5
,"Spawner_Child",1,3,4
,"Splitter_(Small)",1,3,3
,"Spawner_Child",1,3,2
,"Firehead_Child",1,3,1
,"Spawner_Child",1,4,6
,"Basic_Baby",1,4,5
,"Spawner_Child",1,4,4
,"Splitter_(Small)",1,4,3
,"Spawner_Child",1,4,2
,"Firehead_Child",1,4,1
