"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Firehead_Child",,,6
,"Pinkhead_Child_(RightLeft)",,,5
,"Pinkhead_Child_(RightLeft)",,1,1
,"Firehead_Child",,2,4
,"Pinkhead_Child_(LeftRight)",,2,3
,"Pinkhead_Child_(RightLeft)",,3,6
,"Firehead_Child",,4,2
,"Pinkhead_Child_(LeftRight)",,4,1
,"Pinkhead_Child_(RightLeft)",1,,4
,"Spawner_Adult_(Static)",1,,3
,"Firehead_Child",1,2,3
,"Basic_Baby",1,2,4
,"Basic_Baby",1,2,6
,"Pinkhead_Child_(LeftRight)",1,4,4
,"Spawner_Adult_(Static)",1,4,3
