"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Bomb",,,
,"Bomb",,,4
,"Fat",,,6
,"Wall",,1,5
,"Barrel",,1,4
,"Firehead_Child",,1,3
,"Wall",,1,1
,"FireHead_Adult",,1,2
,"Bomb",,2,
,"Wall",,3,5
,"Barrel",,3,4
,"Firehead_Child",,3,3
,"Wall",,3,1
,"FireHead_Adult",,3,2
,"Fat",,3,6
,"Bomb",,4,
,"Bomb",,4,4
,"Firehead_Child",1,,2
,"Fat",1,,5
,"Healer",1,,4
,"Barrel",1,,3
,"Basic_Baby",1,,6
,"Basic_Baby",1,,7
,"Firehead_Child",1,1,2
,"Healer",1,1,4
,"Bomb",1,1,
,"Firehead_Child",1,2,2
,"Firehead_Child",1,3,2
,"Bomb",1,3,
,"Fat",1,3,5
,"Healer",1,3,4
,"Basic_Baby",1,4,6
,"Basic_Baby",1,4,7
,"Healer",1,4,4
,"Barrel",1,4,3
,"Firehead_Child",1,4,2
