"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Bomb",,,3
,"Wall",,,
,"Spawner_Child_Rabbit",,,1
,"Spawner_Child_Rabbit",,,2
,"Spawner_Child_Rabbit",,,4
,"Spawner_Child_Rabbit",,,5
,"Spawner_Child_Rabbit",,,6
,"Bomb",,1,5
,"Bomb",,1,1
,"Wall",,1,
,"Spawner_Child_Rabbit",,1,2
,"Spawner_Child_Rabbit",,1,3
,"Spawner_Child_Rabbit",,1,4
,"Spawner_Child_Rabbit",,1,6
,"Bomb",,2,3
,"Wall",,2,
,"Spawner_Child_Rabbit",,2,1
,"Spawner_Child_Rabbit",,2,2
,"Spawner_Child_Rabbit",,2,4
,"Spawner_Child_Rabbit",,2,5
,"Spawner_Child_Rabbit",,2,6
,"Bomb",,3,1
,"Bomb",,3,5
,"Wall",,3,
,"Spawner_Child_Rabbit",,3,2
,"Spawner_Child_Rabbit",,3,3
,"Spawner_Child_Rabbit",,3,4
,"Spawner_Child_Rabbit",,3,6
,"Bomb",,4,3
,"Wall",,4,
,"Spawner_Child_Rabbit",,4,1
,"Spawner_Child_Rabbit",,4,2
,"Spawner_Child_Rabbit",,4,4
,"Spawner_Child_Rabbit",,4,5
,"Spawner_Child_Rabbit",,4,6
