"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Teen",,,4
,"Firehead_Child",,,3
,"Basic_Teen",,1,5
,"Basic_Teen",,1,4
,"Firehead_Child",,1,3
,"Firehead_Child",,1,2
,"Basic_Teen",,2,6
,"Basic_Teen",,2,5
,"Basic_Teen",,2,4
,"Firehead_Child",,2,2
,"Firehead_Child",,2,1
,"Barrel",,2,3
,"Basic_Teen",,3,5
,"Basic_Teen",,3,4
,"Firehead_Child",,3,3
,"Firehead_Child",,3,2
,"Basic_Teen",,4,4
,"Firehead_Child",,4,3
,"Firehead_Child",1,,1
,"Basic_Baby",1,,5
,"Firehead_Child",1,1,
,"Firehead_Child",1,1,2
,"Basic_Baby",1,1,6
,"Basic_Baby",1,1,4
,"Firehead_Child",1,2,1
,"Basic_Baby",1,2,5
,"Basic_Teen",1,2,3
,"Basic_Teen",1,3,2
,"Basic_Teen",1,3,4
,"Basic_Teen",1,4,3
