"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Firehead_Child",,,2
,"Firehead_Child",,,4
,"FireHead_Adult",,,6
,"Wall",,,3
,"Wall",,,5
,"Basic_Adult",,,1
,"Spawner_Adult_(Moving)_3",,,
,"Firehead_Child",,1,3
,"Firehead_Child",,1,5
,"Bomb",,1,2
,"Bomb",,1,4
,"Basic_Adult",,1,1
,"Firehead_Child",,2,2
,"Firehead_Child",,2,4
,"FireHead_Adult",,2,6
,"Wall",,2,3
,"Wall",,2,5
,"Basic_Adult",,2,1
,"Firehead_Child",,3,3
,"Firehead_Child",,3,5
,"Bomb",,3,2
,"Bomb",,3,4
,"Spawner_Adult_(Moving)_3",,3,
,"Basic_Adult",,3,1
,"Firehead_Child",,4,2
,"Firehead_Child",,4,4
,"FireHead_Adult",,4,6
,"Wall",,4,3
,"Wall",,4,5
,"Basic_Adult",,4,1
