"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Teen",,,5
,"Basic_Adult",,,4
,"Basic_Baby",,,3
,"Basic_Teen",,,2
,"Basic_Baby",,,6
,"Basic_Adult",,,1
,"Healer",,,
,"Basic_Adult",,1,4
,"Basic_Teen",,1,5
,"Basic_Baby",,1,6
,"Basic_Teen",,1,2
,"Basic_Adult",,1,1
,"Basic_Baby",,1,3
,"Healer",,1,
,"Basic_Baby",,2,6
,"Basic_Teen",,2,5
,"Basic_Adult",,2,4
,"Basic_Baby",,2,3
,"Basic_Teen",,2,2
,"Basic_Adult",,2,1
,"Healer",,2,
,"Basic_Teen",,3,2
,"Basic_Baby",,3,6
,"Basic_Teen",,3,5
,"Basic_Adult",,3,4
,"Basic_Adult",,3,1
,"Basic_Baby",,3,3
,"Healer",,3,
,"Basic_Baby",,4,3
,"Basic_Teen",,4,2
,"Basic_Baby",,4,6
,"Basic_Adult",,4,4
,"Basic_Teen",,4,5
,"Basic_Adult",,4,1
,"Healer",,4,
,"Bomb",1,,
,"Fat",1,,4
,"Basic_Adult",1,,1
,"Basic_Adult",1,,2
,"Basic_Adult",1,,3
,"Basic_Adult",1,,5
,"Bomb",1,1,2
,"Basic_Adult",1,1,
,"Basic_Adult",1,1,1
,"Basic_Adult",1,1,3
,"Basic_Adult",1,1,5
,"Bomb",1,2,
,"Basic_Adult",1,2,1
,"Basic_Adult",1,2,2
,"Basic_Adult",1,2,3
,"Basic_Adult",1,2,4
,"Basic_Adult",1,2,5
,"Bomb",1,3,2
,"Fat",1,3,4
,"Basic_Adult",1,3,
,"Basic_Adult",1,3,1
,"Basic_Adult",1,3,3
,"Basic_Adult",1,3,5
,"Bomb",1,4,
,"Basic_Adult",1,4,1
,"Basic_Adult",1,4,2
,"Basic_Adult",1,4,3
,"Basic_Adult",1,4,5
