"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Baby",,,4
,"Barrel",,,
,"Firehead_Child",,,1
,"Basic_Baby",,,5
,"Basic_Baby",,,6
,"Basic_Baby",,1,5
,"Basic_Baby",,1,4
,"Wall",,1,3
,"Barrel",,1,
,"Firehead_Child",,1,1
,"Basic_Baby",,1,6
,"Basic_Baby",,2,4
,"Wall",,2,3
,"Barrel",,2,
,"Firehead_Child",,2,1
,"Basic_Baby",,2,5
,"Basic_Baby",,2,6
,"Basic_Baby",,3,5
,"Wall",,3,3
,"Barrel",,3,4
,"Basic_Baby",,3,6
,"Wall",,4,3
,"Barrel",1,,3
,"Firehead_Child",1,,2
,"Wall",1,,5
,"Barrel",1,1,2
,"Wall",1,1,4
,"Wall",1,1,5
,"Firehead_Child",1,1,1
,"Wall",1,1,6
,"Barrel",1,2,1
,"Wall",1,2,5
,"Wall",1,2,6
,"Firehead_Child",1,2,
,"Barrel",1,3,2
,"Basic_Baby",1,3,3
,"Basic_Baby",1,3,4
,"Basic_Baby",1,3,5
,"Wall",1,4,6
,"Wall",1,4,5
