"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Splitter_(Mid)",,,2
,"Basic_Baby",,1,4
,"Pinkhead_Child_(LeftRight)",,1,
,"Firehead_Child",,1,1
,"Basic_Baby",,2,3
,"Basic_Baby",,2,5
,"Firehead_Child",,2,4
,"Basic_Baby",,3,4
,"Pinkhead_Child_(RightLeft)",,3,
,"Firehead_Child",,3,1
,"Splitter_(Mid)",,4,2
,"Wall",1,,1
,"Fat",1,,2
,"Basic_Baby",1,,5
,"Wall",1,1,
,"Basic_Baby",1,1,6
,"Basic_Baby",1,1,4
,"Firehead_Child",1,1,1
,"Wall",1,2,
,"Barrel",1,2,3
,"Basic_Baby",1,2,5
,"Basic_Baby",1,2,7
,"Wall",1,3,
,"Fat",1,3,2
,"Basic_Baby",1,3,6
,"Basic_Baby",1,3,4
,"Firehead_Child",1,3,1
,"Wall",1,4,1
,"Basic_Baby",1,4,5
