"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Wall",,,6
,"Barrel",,,5
,"Firehead_Child",,,
,"Firehead_Child",,,1
,"Basic_Baby",,,2
,"Barrel",,1,7
,"Wall",,1,4
,"Barrel",,1,3
,"Firehead_Child",,1,
,"Firehead_Child",,1,1
,"Basic_Baby",,1,2
,"Wall",,2,6
,"Wall",,2,3
,"Barrel",,2,
,"Firehead_Child",,2,1
,"Basic_Baby",,2,2
,"Barrel",,3,7
,"Wall",,3,4
,"Barrel",,3,3
,"Firehead_Child",,3,
,"Firehead_Child",,3,1
,"Basic_Baby",,3,2
,"Wall",,4,6
,"Barrel",,4,5
,"Firehead_Child",,4,
,"Firehead_Child",,4,1
,"Basic_Baby",,4,2
