"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Baby",,1,4
,"Firehead_Child",,1,3
,"Barrel",,1,2
,"Barrel",,2,1
,"Wall",,2,3
,"Splitter_(Mid)",,2,5
,"Firehead_Child",,2,2
,"Barrel",,3,2
,"Basic_Baby",,3,4
,"Firehead_Child",,3,3
,"Wall",1,,3
,"Firehead_Child",1,1,1
,"Basic_Baby",1,1,2
,"Wall",1,1,3
,"Barrel",1,1,4
,"Basic_Baby",1,1,5
,"Basic_Baby",1,2,5
,"Firehead_Child",1,2,4
,"Splitter_(Mid)",1,2,6
,"Basic_Baby",1,3,4
,"Wall",1,3,5
,"Firehead_Child",1,3,3
,"Barrel",1,3,6
,"Basic_Baby",1,3,7
,"Wall",1,4,5
