"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Baby",,,
,"Basic_Baby",,,1
,"Basic_Baby",,,4
,"Basic_Baby",,,6
,"Basic_Baby",,,5
,"Fat",,,2
,"Basic_Baby",,1,
,"Bomb",,1,1
,"Basic_Baby",,1,4
,"Basic_Baby",,1,6
,"Bomb",,1,5
,"Basic_Baby",,3,2
,"Bomb",,3,3
,"Fat",,3,4
,"Basic_Baby",,4,2
,"Basic_Baby",,4,3
,"Bomb",1,,4
,"Basic_Baby",1,,3
,"Basic_Baby",1,,2
,"Basic_Baby",1,,1
,"Basic_Baby",1,1,5
,"Basic_Baby",1,1,4
,"Basic_Baby",1,1,3
,"Barrel",1,1,2
,"Basic_Baby",1,1,1
,"Basic_Baby",1,2,5
,"Basic_Baby",1,2,4
,"Bomb",1,2,3
,"Basic_Baby",1,2,2
,"Basic_Baby",1,2,1
,"Basic_Baby",1,3,5
,"Basic_Baby",1,3,4
,"Basic_Baby",1,3,3
,"Barrel",1,3,2
,"Basic_Baby",1,3,1
,"Basic_Baby",1,4,5
,"Bomb",1,4,4
,"Basic_Baby",1,4,3
,"Basic_Baby",1,4,2
,"Basic_Baby",1,4,1
