"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Wall",,,4
,"Wall",,,1
,"Wall",,,7
,"Spawner_Adult_(Moving)_3",,,
,"Spawner_Adult_(Moving)_3",,,3
,"Firehead_Child",,,6
,"Barrel",,,5
,"Barrel",,,2
,"Wall",,1,
,"Wall",,1,3
,"Wall",,1,6
,"Spawner_Adult_(Moving)_3",,1,4
,"Barrel",,1,7
,"Wall",,2,4
,"Wall",,2,1
,"Wall",,2,7
,"Spawner_Adult_(Moving)_3",,2,
,"Spawner_Adult_(Moving)_3",,2,3
,"Firehead_Child",,2,6
,"Barrel",,2,5
,"Barrel",,2,2
,"Wall",,3,
,"Wall",,3,3
,"Wall",,3,6
,"Spawner_Adult_(Moving)_3",,3,4
,"Barrel",,3,7
,"Wall",,4,4
,"Wall",,4,1
,"Wall",,4,7
,"Spawner_Adult_(Moving)_3",,4,
,"Spawner_Adult_(Moving)_3",,4,3
,"Firehead_Child",,4,6
,"Barrel",,4,5
,"Barrel",,4,2
