"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Firehead_Child",,,6
,"Firehead_Child",,,4
,"FireHead_Adult",,,3
,"Wall",,,8
,"Barrel",,,7
,"Healer",,,2
,"Basic_Adult",,1,2
,"Healer",,1,1
,"Basic_Baby",,1,4
,"Basic_Teen",,1,3
,"Bomb",,1,5
,"Hypno",,2,5
,"Basic_Adult",,2,3
,"Healer",,2,2
,"Basic_Adult",,2,4
,"Wall",,2,8
,"Splitter_(Mid)",,2,7
,"Basic_Adult",,3,2
,"Healer",,3,1
,"Basic_Baby",,3,4
,"Basic_Teen",,3,3
,"Bomb",,3,5
,"Healer",,4,2
,"Wall",,4,8
,"Barrel",,4,7
,"Firehead_Child",,4,4
,"Firehead_Child",,4,6
,"FireHead_Adult",,4,3
