"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Bomb",,,1
,"Basic_Teen",,,3
,"Basic_Teen",,,4
,"Bomb",,1,1
,"Basic_Teen",,1,3
,"Basic_Teen",,1,4
,"Basic_Teen",,2,3
,"Basic_Teen",,2,4
,"Bomb",,2,1
,"Bomb",,3,1
,"Basic_Teen",,3,3
,"Basic_Teen",,3,4
,"Bomb",,4,1
,"Basic_Teen",,4,3
,"Basic_Teen",,4,4
,"Fat",1,,5
,"Wall",1,,2
,"Basic_Teen",1,,6
,"Barrel",1,,3
,"Firehead_Child",1,,1
,"Wall",1,1,6
,"Wall",1,1,3
,"Basic_Teen",1,1,7
,"Barrel",1,1,4
,"Wall",1,2,3
,"Firehead_Child",1,2,
,"Firehead_Child",1,2,1
,"Wall",1,3,6
,"Fat",1,3,5
,"Wall",1,3,3
,"Basic_Teen",1,3,7
,"Barrel",1,3,4
,"Wall",1,4,2
,"Basic_Teen",1,4,6
,"Barrel",1,4,3
,"Firehead_Child",1,4,1
