"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Spawner_Child_Rabbit",,,5
,"Spawner_Child_Rabbit",,,4
,"Spawner_Child_Rabbit",,,3
,"Basic_Adult",,1,3
,"Healer",,1,2
,"Spawner_Child_Rabbit",,1,5
,"Spawner_Child_Rabbit",,1,6
,"Spawner_Child_Rabbit",,2,6
,"Spawner_Adult_(Moving)_1",,2,4
,"Hypno",,2,2
,"Basic_Adult",,3,3
,"Healer",,3,2
,"Spawner_Child_Rabbit",,3,6
,"Spawner_Child_Rabbit",,3,5
,"Spawner_Child_Rabbit",,4,5
,"Spawner_Child_Rabbit",,4,4
,"Spawner_Child_Rabbit",,4,3
,"Barrel",1,,3
,"Spawner_Adult_(Moving)_1",1,,4
,"Spawner_Child_Rabbit",1,,5
,"Spawner_Child_Rabbit",1,,6
,"FireHead_Adult",1,1,4
,"FireHead_Adult",1,1,2
,"Wall",1,1,7
,"Bomb",1,2,
,"FireHead_Adult",1,3,4
,"FireHead_Adult",1,3,2
,"Wall",1,3,7
,"Barrel",1,4,3
,"Spawner_Adult_(Moving)_1",1,4,4
,"Spawner_Child_Rabbit",1,4,5
,"Spawner_Child_Rabbit",1,4,6
