"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Barrel",,,6
,"Barrel",,,4
,"Barrel",,,2
,"Barrel",,,
,"Barrel",,,1
,"Barrel",,,3
,"Barrel",,,5
,"Wall",,,7
,"Wall",,,8
,"Barrel",,1,6
,"Barrel",,1,4
,"Barrel",,1,2
,"Barrel",,1,
,"Wall",,1,8
,"Wall",,1,7
,"Barrel",,2,6
,"Barrel",,2,4
,"Barrel",,2,2
,"Barrel",,2,
,"Wall",,2,7
,"Wall",,2,8
,"Pinkhead_Child_(LeftRight)",,2,5
,"Pinkhead_Child_(RightLeft)",,2,3
,"Pinkhead_Child_(LeftRight)",,2,1
,"Barrel",,3,
,"Wall",,3,7
,"Wall",,3,8
,"Barrel",,4,
,"Basic_Teen",,4,4
,"Basic_Baby",,4,1
,"Basic_Baby",,4,7
,"Basic_Teen",1,,3
,"Wall",1,,
,"Basic_Baby",1,,1
,"Basic_Baby",1,,2
,"Basic_Baby",1,,4
,"Wall",1,1,
,"Basic_Teen",1,1,3
,"Firehead_Child",1,1,2
,"Barrel",1,1,1
,"Basic_Teen",1,2,3
,"Basic_Teen",1,2,2
,"Wall",1,2,
,"Basic_Baby",1,2,1
,"Wall",1,3,
,"Basic_Teen",1,3,3
,"Firehead_Child",1,3,2
,"Barrel",1,3,1
,"Basic_Teen",1,4,3
,"Wall",1,4,
,"Basic_Baby",1,4,1
,"Basic_Baby",1,4,2
,"Basic_Baby",1,4,4
