"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Spawner_Adult_(Moving)_3",,,3
,"Wall",,2,4
,"FireHead_Adult",,2,5
,"Basic_Teen",,2,6
,"Spawner_Adult_(Moving)_3",,2,1
,"Wall",,3,2
,"Barrel",,3,3
,"Wall",,3,4
,"FireHead_Adult",,3,5
,"Basic_Teen",,3,6
,"Spawner_Adult_(Moving)_3",,3,
,"Barrel",,4,2
,"Firehead_Child",,4,3
,"Firehead_Child",,4,4
,"Firehead_Child",,4,5
,"Basic_Teen",,4,6
,"Spawner_Adult_(Moving)_3",1,,2
,"Fat",1,,4
,"Barrel",1,,1
,"Spawner_Adult_(Moving)_3",1,2,
,"Fat",1,2,2
,"Fat",1,3,6
,"Spawner_Adult_(Moving)_3",1,3,4
,"Barrel",1,3,3
,"Barrel",2,,
,"Barrel",2,,4
,"Wall",2,,5
,"Basic_Teen",2,,6
,"Barrel",2,1,2
,"Spawner_Adult_(Moving)_2",2,1,
,"Basic_Teen",2,1,6
,"Barrel",2,2,
,"Wall",2,2,5
,"Barrel",2,2,4
,"Basic_Teen",2,2,6
,"Barrel",2,3,
,"Wall",2,3,5
,"Basic_Teen",2,3,6
,"Barrel",2,4,
,"Wall",2,4,1
,"Wall",2,4,5
,"Basic_Teen",2,4,6
