"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Firehead_Child",,,
,"Bomb",,,1
,"Bomb",,,4
,"Basic_Baby",,,5
,"Firehead_Child",,1,1
,"Basic_Baby",,1,2
,"Basic_Baby",,1,3
,"Basic_Baby",,1,4
,"Firehead_Child",,2,2
,"Bomb",,2,1
,"Basic_Baby",,2,3
,"Basic_Baby",,2,4
,"Firehead_Child",,3,1
,"Basic_Baby",,3,2
,"Basic_Baby",,3,3
,"Basic_Baby",,3,4
,"Firehead_Child",,4,
,"Bomb",,4,1
,"Bomb",,4,4
,"Basic_Baby",,4,5
,"Wall",1,,5
,"Barrel",1,,6
,"Bomb",1,,
,"Bomb",1,,4
,"Basic_Baby",1,,7
,"Wall",1,1,5
,"Bomb",1,1,2
,"Basic_Baby",1,1,6
,"Firehead_Child",1,1,
,"Bomb",1,2,
,"Bomb",1,2,4
,"Wall",1,3,5
,"Bomb",1,3,2
,"Basic_Baby",1,3,6
,"Firehead_Child",1,3,
,"Bomb",1,4,
,"Wall",1,4,5
,"Barrel",1,4,6
,"Bomb",1,4,4
,"Basic_Baby",1,4,7
