"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Basic_Adult",,,2
,"Basic_Adult",,,4
,"Basic_Adult",,1,3
,"Spawner_Adult_(Moving)_1",,1,1
,"Basic_Adult",,1,5
,"Basic_Adult",,2,2
,"Basic_Adult",,2,4
,"Basic_Adult",,3,3
,"Spawner_Adult_(Moving)_1",,3,1
,"Basic_Adult",,3,5
,"Basic_Adult",,4,2
,"Basic_Adult",,4,4
,"Wall",1,,2
,"Spawner_Adult_(Moving)_2",1,,4
,"Basic_Adult",1,,6
,"Healer",1,,3
,"Spawner_Adult_(Moving)_3",1,1,2
,"Wall",1,1,4
,"Basic_Adult",1,1,6
,"Barrel",1,1,1
,"Wall",1,2,2
,"Spawner_Adult_(Moving)_1",1,2,4
,"Basic_Adult",1,2,6
,"Hypno",1,2,
,"Healer",1,2,3
,"Wall",1,3,4
,"Spawner_Adult_(Moving)_3",1,3,2
,"Basic_Adult",1,3,6
,"Barrel",1,3,1
,"Wall",1,4,2
,"Spawner_Adult_(Moving)_2",1,4,4
,"Basic_Adult",1,4,6
,"Healer",1,4,3
,"Spawner_Child_Rabbit",2,,1
,"Spawner_Child_Rabbit",2,,
,"Spawner_Child_Rabbit",2,,2
,"FireHead_Adult",2,1,3
,"Splitter_(Large)",2,2,5
,"Spawner_Child_Rabbit",2,2,2
,"Spawner_Child_Rabbit",2,2,3
,"Hypno",2,2,1
,"Spawner_Child_Rabbit",2,2,4
,"FireHead_Adult",2,2,7
,"FireHead_Adult",2,3,3
,"Spawner_Child_Rabbit",2,4,
,"Spawner_Child_Rabbit",2,4,1
,"Spawner_Child_Rabbit",2,4,2
