"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"Wall",,,1
,"Barrel",,,2
,"FireHead_Adult",,,
,"Spawner_Child_Rabbit",,,3
,"Spawner_Child_Rabbit",,,4
,"Spawner_Child_Rabbit",,,5
,"Wall",,1,1
,"Wall",,1,3
,"Barrel",,1,2
,"FireHead_Adult",,1,
,"Wall",,2,1
,"Wall",,2,3
,"Barrel",,2,2
,"FireHead_Adult",,2,
,"Spawner_Adult_(Moving)",,2,5
,"Wall",,3,3
,"Barrel",,3,2
,"Spawner_Adult_(Moving)_3",,3,
,"Wall",,4,3
,"Barrel",,4,2
,"Spawner_Child_Rabbit",,4,4
,"Spawner_Child_Rabbit",,4,5
,"Spawner_Adult_(Moving)_3",1,,
,"Spawner_Child_Rabbit",1,,5
,"Spawner_Child_Rabbit",1,,4
,"Spawner_Child_Rabbit",1,,3
,"Spawner_Child_Rabbit",1,,2
,"Wall",1,1,4
,"Wall",1,1,6
,"Firehead_Child",1,1,7
,"Firehead_Child",1,1,5
,"Firehead_Child",1,1,3
,"PinkHead_(LeftRight)",1,1,2
,"Barrel",1,2,
,"Wall",1,2,1
,"Barrel",1,2,2
,"Wall",1,2,3
,"Barrel",1,2,4
,"Wall",1,2,5
,"Barrel",1,2,6
,"Firehead_Child",1,2,7
,"Spawner_Adult_(Moving)_3",1,3,
,"Wall",1,3,4
,"Wall",1,3,6
,"Firehead_Child",1,3,7
,"Firehead_Child",1,3,5
,"Firehead_Child",1,3,3
,"PinkHead_(RightLeft)",1,3,2
,"Spawner_Child_Rabbit",1,4,2
,"Spawner_Child_Rabbit",1,4,3
,"Spawner_Child_Rabbit",1,4,4
,"Spawner_Child_Rabbit",1,4,5
