"Monsters",,,,
,"Name","Wave","x","y"
,"string","int","int","int"
,"FireHead_Adult",,,3
,"FireHead_Adult",,,4
,"Basic_Baby",,,5
,"FireHead_Adult",,1,2
,"Barrel",,1,3
,"Basic_Baby",,1,6
,"Firehead_Child",,1,5
,"FireHead_Adult",,2,2
,"Basic_Baby",,2,6
,"Firehead_Child",,2,5
,"FireHead_Adult",,3,2
,"Barrel",,3,4
,"Basic_Baby",,3,6
,"Firehead_Child",,3,5
,"Basic_Baby",,4,5
,"Firehead_Child",,4,4
,"Firehead_Child",,4,3
,"Basic_Adult",1,,4
,"FireHead_Adult",1,,3
,"Basic_Adult",1,1,5
,"FireHead_Adult",1,1,2
,"FireHead_Adult",1,2,3
,"Spawner_Adult_(Moving)_1",1,2,4
,"Basic_Adult",1,3,5
,"FireHead_Adult",1,3,2
,"Basic_Adult",1,4,4
,"FireHead_Adult",1,4,3
,"Basic_Adult",2,1,4
,"FireHead_Adult",2,1,3
,"FireHead_Adult",2,2,2
,"Basic_Adult",2,2,5
,"Hypno",2,2,4
,"Basic_Adult",2,3,4
,"FireHead_Adult",2,3,3
