"Armored_troop",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,3,2,"false","tank_lvl1_drive1","sc/units.sc","true"
,"idle","true",1,,3,2,"false","tank_lvl1_idle","sc/units.sc","false"
,,"true",1,,3,2,"false","tank_lvl1_idle","sc/units.sc","true"
,"attack","true",1,3,3,2,"false","tank_lvl1_idle","sc/units.sc","false"
,"celebrate","true",1,,3,2,"false","tank_lvl1_idle","sc/units.sc","true"
,"die","false",1,,3,2,"false","death_ground_puff","sc/in-game.sc","false"
"Own_villager2",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"villager2_own_walk","sc/units.sc","true"
,"idle","true",1,,,,,"villager2_own_idle","sc/units.sc","true"
,,"true",1,,,,,"villager2_own_idle","sc/units.sc","true"
,"busy","true",1,6,,,,"villager2_own_busy","sc/units.sc","true"
,,"true",1,6,,,,"villager2_own_busy","sc/units.sc","true"
,"celebrate","true",5,,,,,"villager2_own_cheer","sc/units.sc","true"
,,"true",2,,,,,"villager2_own_cheer","sc/units.sc","true"
,,"true",1,,,,,"villager2_own_cheer","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Own_villager",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,,"villager_own_walk1","sc/units.sc","true"
,"idle","true",1,,,,,"villager_own_idle1","sc/units.sc","true"
,,"true",1,,,,,"villager_own_idle1","sc/units.sc","true"
,"busy","true",1,6,,,,"villager_own_busy1","sc/units.sc","true"
,,"true",1,6,,,,"villager_own_busy1","sc/units.sc","true"
,"celebrate","true",5,,,,,"villager_own_cheer1","sc/units.sc","true"
,,"true",2,,,,,"villager_own_cheer1","sc/units.sc","true"
,,"true",1,,,,,"villager_own_cheer1","sc/units.sc","true"
,"die","false",1,,,,,"death_ground_puff","sc/in-game.sc","false"
"Fish",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","fish_swim","sc/units.sc","true"
,"idle","true",1,,,,"true","fish_swim","sc/units.sc","true"
,"busy","true",1,,,,"true","fish_swim","sc/units.sc","true"
,"celebrate","true",1,,,,"true","fish_swim","sc/units.sc","true"
,"die","true",1,,,,"true","fish_swim","sc/units.sc","true"
"Fish2",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","fish2_swim","sc/units.sc","true"
,"idle","true",1,,,,"true","fish2_swim","sc/units.sc","true"
,"busy","true",1,,,,"true","fish2_swim","sc/units.sc","true"
,"celebrate","true",1,,,,"true","fish2_swim","sc/units.sc","true"
,"die","true",1,,,,"true","fish2_swim","sc/units.sc","true"
"Fish3",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","fish3_swim","sc/units.sc","true"
,"idle","true",1,,,,"true","fish3_swim","sc/units.sc","true"
,"busy","true",1,,,,"true","fish3_swim","sc/units.sc","true"
,"celebrate","true",1,,,,"true","fish3_swim","sc/units.sc","true"
,"die","true",1,,,,"true","fish3_swim","sc/units.sc","true"
"Fish4",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","fish4_swim","sc/units.sc","true"
,"idle","true",1,,,,"true","fish4_swim","sc/units.sc","true"
,"busy","true",1,,,,"true","fish4_swim","sc/units.sc","true"
,"celebrate","true",1,,,,"true","fish4_swim","sc/units.sc","true"
,"die","true",1,,,,"true","fish4_swim","sc/units.sc","true"
"Crab",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","crab_walk","sc/units.sc","true"
,"idle","false",1,,,,"true","crab_idle","sc/units.sc","true"
,"busy","false",1,,,,"true","crab_burry","sc/units.sc","false"
,"celebrate","false",1,,,,"true","carb_appear","sc/units.sc","false"
,"die","false",1,,,,"true","crab_jump","sc/units.sc","false"
"bat",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","bat_fly","sc/units.sc","true"
,"idle","true",1,,,,"true","bat_fly","sc/units.sc","true"
,"busy","false",1,,,,"true","bat_disappear","sc/units.sc","false"
,"celebrate","false",1,,,,"true","bat_appear","sc/units.sc","false"
,"die","true",1,,,,"true","bat_fly","sc/units.sc","true"
"butterfly",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","butterfly_fly","sc/units.sc","true"
,"idle","true",1,,,,"true","butterfly_fly","sc/units.sc","true"
,"busy","false",1,,,,"true","butterfly_disappear","sc/units.sc","false"
,"celebrate","false",1,,,,"true","butterfly_appear","sc/units.sc","false"
,"die","true",1,,,,"true","butterfly_fly","sc/units.sc","true"
"butterfly2",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","butterfly2_fly","sc/units.sc","true"
,"idle","true",1,,,,"true","butterfly2_fly","sc/units.sc","true"
,"busy","false",1,,,,"true","butterfly2_disappear","sc/units.sc","false"
,"celebrate","false",1,,,,"true","butterfly2_appear","sc/units.sc","false"
,"die","true",1,,,,"true","butterfly2_fly","sc/units.sc","true"
"Parrot",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","parrot_fly","sc/units.sc","true"
,"idle","true",1,,,,"true","parrot_fly","sc/units.sc","true"
,"busy","true",1,,,,"true","parrot_fly","sc/units.sc","true"
,"celebrate","true",1,,,,"true","parrot_fly","sc/units.sc","true"
,"die","true",1,,,,"true","parrot_fly","sc/units.sc","true"
"Turtle_Swim",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","turtle_swim","sc/units.sc","true"
,"idle","true",1,,,,"true","turtle_swim","sc/units.sc","true"
,"busy","true",1,,,,"true","turtle_swim","sc/units.sc","true"
,"celebrate","true",1,,,,"true","turtle_swim","sc/units.sc","true"
,"die","true",1,,,,"true","turtle_swim","sc/units.sc","true"
"Turtle_Walk",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","turtle_walk","sc/units.sc","true"
,"idle","true",1,,,,"true","turtle_idle","sc/units.sc","true"
,"busy","true",1,,,,"true","turtle_walk","sc/units.sc","true"
,"celebrate","true",1,,,,"true","turtle_walk","sc/units.sc","true"
,"die","true",1,,,,"true","turtle_hide","sc/units.sc","false"
"Flying_Turtle",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","true",,,,,"true","flying_turtle_walk","sc/units.sc","true"
,"idle","true",1,,,,"true","flying_turtle_walk","sc/units.sc","true"
,"busy","true",1,,,,"true","flying_turtle_walk","sc/units.sc","true"
,"celebrate","true",1,,,,"true","flying_turtle_fly","sc/units.sc","true"
,"die","true",1,,,,"true","flying_turtle_transform","sc/units.sc","false"
"Egg",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","flying_turtle_eggs","sc/units.sc","false"
,"idle","false",1,,,,"true","flying_turtle_eggs","sc/units.sc","false"
,"busy","false",1,,,,"true","flying_turtle_eggs","sc/units.sc","false"
,"celebrate","false",1,,,,"true","flying_turtle_eggs","sc/units.sc","false"
,"die","false",1,,,,"true","flying_turtle_eggs","sc/units.sc","false"
"Baby",,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","TurningSpeed","GunTurningSpeed","TurnSmoothing","ExportName","SWF","Looping"
,"String","boolean","int","int","int","int","boolean","String","String","boolean"
,"walk","false",,,,,"true","flying_turtle_baby_walk","sc/units.sc","true"
,"idle","false",1,,,,"true","flying_turtle_baby_walk","sc/units.sc","true"
